ItemCode,Item Description,Category
N417,"Pac-Dent Disposable Impression Trays, Upper Left/Lower Right quadrant impression tray",Impression & Accs
N417D,"Darby 7, UL, LR, partial trays, non-perforated",Impression & Accs
N417DHP,"DHP Upper Left/Lower Right Quadrant Impression Tray, 310-10015",Preventive
N417HS,"Henry Schein Global Sourcing Disposable Impression tray, Upper Left/Lower Right Quadrant",Impression & Accs
N418,"Pac-Dent Disposable Impression Trays, Upper Right/Lower Left quadrant impression tray",Impression & Accs
N418D,"Darby 8, UR, LL, partial trays, non-perforated",Impression & Accs
N418DHP,"DHP Upper Right/Lower Left Quadrant Impression Tray, 310-10016",Preventive
N418HS,"Henry Schein Global Sourcing Disposable Impression tray, Upper Right/Lower Left Quadrant",Impression & Accs
N419,"Pac-Dent Disposable Impression Trays, Upper Anterior impression tray",Impression & Accs
N419D,"Darby 9, upper ant, partial trays, non-perforated",Impression & Accs
N419DHP,"DHP Upper Anterior Impression Tray, 310-10017",Preventive
N419HS,"Henry Schein Global Sourcing Disposable Impression tray, Upper Anterior",Impression & Accs
N420,"Pac-Dent Disposable Impression Trays, Lower Anterior impression tray",Impression & Accs
N420D,"Darby 10, lower ant, partial trays, non-perforated",Impression & Accs
N420DHP,"DHP Lower Anterior Impression Tray, 310-10018",Preventive
N420HS,"Henry Schein Global Sourcing DisposableImpression tray, Lower Anterior",Impression & Accs
NA2SIF6,SODIUM HEXAFLUOROSILICATE,Cosmetic&Restoration
NANOSIL-bisEMA6,NANOSIL-bisEMA6,Cosmetic&Restoration
NDC110351,NDC Quala Temp Crown/Bridge Mix Tip Blu 3.2Mm,Impression & Accs
NDC-110351,"QUALA TEMP CROWN/BRIDGE MIX TIP BLU 3.2MM 50/BG, 100BGS/CS",Impression & Accs
NDCPD-152,NDC Quala Temp Cement Mixing Tip Brown 2.5Mm,Impression & Accs
NDC-PD-152,"QUALA TEMP CEMENT MIXING TIP BROWN 2.5MM 20/BG, 200BGS/CS",Impression & Accs
NDCPD-250,NDC Quala Hp Mixing Tip Yellow 4.2Mm,Impression & Accs
NDC-PD-250,"QUALA HP MIXING TIP YELLOW 4.2MM 48/BG, 50BGS/CS",Impression & Accs
NDCPD-255,NDC Quala Hp Mixing Tip Teal 6.5Mm,Impression & Accs
NDC-PD-255,"QUALA HP MIXING TIP TEAL 6.5MM 48/BG, 50BGS/CS",Impression & Accs
NDCPD-260,NDC Quala Hp Mixing Tip Purp 7.5Mm,Impression & Accs
NDC-PD-260,"QUALA HP MIXING TIP PURP 7.5MM 48/BG, 50BGS/CS",Impression & Accs
NDCPD-265,NDC Quala Hp Mixing Tip Pink 5.4Mm,Impression & Accs
NDC-PD-265,"QUALA HP MIXING TIP PINK 5.4MM 48/BG, 50BGS/CS",Impression & Accs
NFA12 1:1,"GEL, 12% ACTIVATOR, FOR 1:1 DUAL-BARREL, NON FLUORIDE",Components
NFHP9,"GEL, 9% HP, NON FLUORIDE",Components
NH-001,NANO HYDROXYAPATITE,Raw Mats and Spares
NHH-50-21,"Pac-Dent NiTi K Files (Hand), Size # 50, Length 21 mm",Endodontic
NITI #1-1.20,"NITI#1,1.20MM+/-0.01MM",Endodontic
NKH-06-25,"Pac-Dent Stainless Steel K Files (Hand), Size # 06, Length 25 mm",Endodontic
NKH-08-25,"Pac-Dent Stainless Steel K Files (Hand), Size # 08, Length 25 mm",Endodontic
NKH-10-25,"Pac-Dent Stainless Steel K Files (Hand), Size # 10, Length 25 mm",Endodontic
NKH-15/40-21,"NiTi K Files (Hand), Assorted Size # 15-40, Length 21 mm",Endodontic
NKH-15/40-25,"NiTi K Files (Hand), Assorted Size # 15-40, Length 25 mm",Endodontic
NKH-15/40-31,"NiTi K Files (Hand), Assorted Size # 15-40, Length 31 mm",Endodontic
NKH-15-21,"Pac-Dent NiTi K Files (Hand), Size # 15, Length 21 mm",Endodontic
NKH-15-25,"Pac-Dent NiTi K Files (Hand), Size # 15, Length 25 mm",Endodontic
NKH-15-31,"Pac-Dent NiTi K Files (Hand), Size # 15, Length 31 mm",Endodontic
NKH-20-21,"Pac-Dent NiTi K Files (Hand), Size # 20, Length 21 mm",Endodontic
NKH-20-25,"Pac-Dent NiTi K Files (Hand), Size # 20, Length 25 mm",Endodontic
NKH-20-31,"Pac-Dent NiTi K Files (Hand), Size # 20, Length 31 mm",Endodontic
NKH-25-21,"Pac-Dent NiTi K Files (Hand), Size # 25, Length 21 mm",Endodontic
NKH-25-25,"Pac-Dent NiTi K Files (Hand), Size # 25, Length 25 mm",Endodontic
NKH-25-31,"Pac-Dent NiTi K Files (Hand), Size # 25, Length 31 mm",Endodontic
NKH-30-21,"Pac-Dent NiTi K Files (Hand), Size # 30, Length 21 mm",Endodontic
NKH-30-25,"Pac-Dent NiTi K Files (Hand), Size # 30, Length 25 mm",Endodontic
NKH-30-31,"Pac-Dent NiTi K Files (Hand), Size # 30, Length 31 mm",Endodontic
NKH-35-21,"Pac-Dent NiTi K Files (Hand), Size # 35, Length 21 mm",Endodontic
NKH-35-25,"Pac-Dent NiTi K Files (Hand), Size # 35, Length 25 mm",Endodontic
NKH-35-31,"Pac-Dent NiTi K Files (Hand), Size # 35, Length 31 mm",Endodontic
NKH-40-21,"Pac-Dent NiTi K Files (Hand), Size # 40, Length 21 mm",Endodontic
NKH-40-25,"Pac-Dent NiTi K Files (Hand), Size # 40, Length 25 mm",Endodontic
NKH-40-31,"Pac-Dent NiTi K Files (Hand), Size # 40, Length 31 mm",Endodontic
NKH-45/80-21,"NiTi K Files (Hand), Assorted Size # 45-80, Length 21 mm",Endodontic
NKH-45/80-25,"NiTi K Files (Hand), Assorted Size # 45-80, Length 25 mm",Endodontic
NKH-45-21,"Pac-Dent NiTi K Files (Hand), Size # 45, Length 21 mm",Endodontic
NKH-45-25,"Pac-Dent NiTi K Files (Hand), Size # 45, Length 25 mm",Endodontic
NKH-45-31,"Pac-Dent NiTi K Files (Hand), Size # 45, Length 31 mm",Endodontic
NKH-50-21,"Pac-Dent NiTi K Files (Hand), Size # 50, Length 21 mm",Endodontic
NKH-50-25,"Pac-Dent NiTi K Files (Hand), Size # 50, Length 25 mm",Endodontic
NKH-50-31,"Pac-Dent NiTi K Files (Hand), Size # 50, Length 31 mm",Endodontic
NKH-55-21,"Pac-Dent NiTi K Files (Hand), Size # 55, Length 21 mm",Endodontic
NKH-55-25,"Pac-Dent NiTi K Files (Hand), Size # 55, Length 25 mm",Endodontic
NKH-55-31,"Pac-Dent NiTi K Files (Hand), Size # 55, Length 31 mm",Endodontic
NKH-60-21,"Pac-Dent NiTi K Files (Hand), Size # 60, Length 21 mm",Endodontic
NKH-60-25,"Pac-Dent NiTi K Files (Hand), Size # 60, Length 25 mm",Endodontic
NKH-60-31,"Pac-Dent NiTi K Files (Hand), Size # 60, Length 31 mm",Endodontic
NKH-70-21,"Pac-Dent NiTi K Files (Hand), Size # 70, Length 21 mm",Endodontic
NKH-70-25,"Pac-Dent Stainless Steel K Files (Hand), Size # 70, Length 25 mm",Endodontic
NKH-80-21,"Pac-Dent NiTi K Files (Hand), Size # 80, Length 21 mm",Endodontic
NKH-80-25,"Pac-Dent Stainless Steel K Files (Hand), Size # 80, Length 25 mm",Endodontic
NLH-15/40-31,"NITI K FILES (HAND), ASSORTED SIZE # 15-40, LENGTH 31 MM",Endodontic
NMCT1600,"Medidenta CrystalTip Type, New magic color tips",Infection Control
NMCT250,"Medidenta CrystalTip Type, New magic color tips",Infection Control
NT-001,"PRE-BENT NEEDLE TIPS, 18 GA, LINER, PINK",Components
NT-002,"5 PRE-BENT NEEDLE TIPS, 18 GA, PINK, W/PLASTIC BAG",Components
NT-003,"9 PLASTIC DELIVERY TIPS 126-2, CLEAR, W/CAP, 1 PINK PRE-BEND NEEDLE TIP, IN PLASTIC BAG",Components
NT-004,"DELIVERY TIP, CLEAR PLASTIC,126-2, W/CAP",Components
NT-005,"6 PLASTIC DELIVERY TIPS 126-2, CLEAR, W/CAP, IN PLASTIC BAG",Components
NT-006,"8 PRE-BENT NEEDLE TIPS, 25 GA, BLUE, IN PLASTIC BAG",Components
NT-007,"6 PRE-BENT NEEDLE TIPS, 25 GA, BLUE, IN PLASTIC BAG",Components
NT-008,"20 PRE-BENT NEEDLE TIPS, 20 GA, BLACK, IN PLASTIC BAG",Components
NW-2020,"2"" x 2"", Non-Woven",Infection Control
NW-4040,"4"" X 4"", Non-Woven",Infection Control
NW8201,"OPTIFLOW II 4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, A1",Cosmetic&Restoration
NW8202,"OPTIFLOW II 4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, A2",Cosmetic&Restoration
NW8203,"OPTIFLOW II 4-PK , 4 X 1.5GM SYRINGES WITH 20 FLO-TIPS, A3",Cosmetic&Restoration
OEM-10ML Primer,OEM-10ML RELINE Primer,3D Resin
OEM-10ML Remover,OEM-10ML RELINE Remover,3D Resin
OEM-50ML Silicone cartridges,OEM-50ML Silicone RELINE cartridges,3D Resin
OEM-APPILCATOR PK,OEM-APPILCATOR 6 PIECE/PK,3D Resin
OEM-COARSE POINT,OEM-COARSE POINT,3D Resin
OEM-FINISHING WHEEL,OEM-BROWN FINISHING WHEEL,3D Resin
OEM-FLAT TIP,OEM-FLAT TIP FOR VPS MIXING TIP,3D Resin
OOG-20,One File G Percha Core Carrier Obturators 5 x Small #20 (Yellow) Obturators + 1 x verifier,Endodontic
OOG-20NL,G Percha Core Carrier Obturators 5 x Small #20 (Yellow) Obturators + 1 x verifier,Endodontic
OOG-25,One File G Percha Core Carrier Obturators5 x Primary #25 (Red) Obturators + 1 x verifier,Endodontic
OOG-25NL,G Percha Core Carrier Obturators5 x Primary #25 (Red) Obturators + 1 x verifier,Endodontic
OOG-30,One File G Percha Core Carrier Obturators 5 x Medium #30 (Green) Obturators + 1 x verifier,Endodontic
OOG-30NL,G Percha Core Carrier Obturators 5 x Medium #30 (Green) Obturators + 1 x verifier,Endodontic
OOG-40,One File G Percha Core Carrier Obturators 5 x Large #40 (White) Obturators + 1 x verifier,Endodontic
OOG-40NL,G Percha Core Carrier Obturators 5 x Large #40 (White) Obturators + 1 x verifier,Endodontic
OOP-20,One File G Plastic Core Carrier Obturators 5 x Small #20 (Yellow) Obturators + 1 x verifier,Endodontic
OOP-20NL,G Plastic Core Carrier Obturators 5 x Small #20 (Yellow) Obturators + 1 x verifier,Endodontic
OOP-25,One File G Plastic Core Carrier Obturators 5 x Primary #25 (Red) Obturators + 1 x verifier,Endodontic
OOP-25NL,G Plastic Core Carrier Obturators 5 x Primary #25 (Red) Obturators + 1 x verifier,Endodontic
OOP-35,One File G Plastic Core Carrier Obturators 5 x Medium #35 (Green) Obturators + 1 x verifier,Endodontic
OOP-35NL,G Plastic Core Carrier Obturators 5 x Medium #35 (Green) Obturators + 1 x verifier,Endodontic
OOP-45,One File G Plastic Core Carrier Obturators 5 x Large #45 (White) Obturators + 1 x verifier,Endodontic
OOP-45NL,G Plastic Core Carrier Obturators 5 x Large #45 (White) Obturators + 1 x verifier,Endodontic
OPTIMUM01,BENCO OPTIMUM + VT GOLD SAMPLE PACK,Endodontic
Optimum02,Benco Optimum+CT gold sample pack,Endodontic
Optimum03,optimum+ sngle file gld sample,Endodontic
Oral Wear Simulator,Oral Wear Simulator,Machinery & Equip
OX-001,FILLER - OX50,Components
P 9 BLACK 01,"48254, P9 BLACK 01 LDPE 04, CAP FOR TUBE TP 9 040A",Components
P-1,"POTASSIUM NITRATE, FCC/ACS Grade",Raw Mats and Spares
P10-10,ATI Telescopic Advancer,Others
P10-10/HOA,American Tooth Telescopic Hosing for Acrylic,Others
P10-10/LTA,American Tooth Telescopic Left Arm,Others
P10-10/RTA,American Tooth Telescopic Right Arm,Others
P10-10/SCR,American Tooth Telescopic Screws,Others
P10-10/WRE,American Tooth Telescopic Activation Wrench,Others
P-2,POTASSIUM BENZOATE,Raw Mats and Spares
P-21,"Povidone K30 PVP, FCC",Raw Mats and Spares
P-22,"PROPYLENE GLYCOL, USP",Raw Mats and Spares
P-23,"PROPYLENE GLYCOL FG, PLANT BASED",Raw Mats and Spares
P-2-S25,"POTASSIUM BENZOATE, 25% SOLUTION, DISTILLED WATER",Raw Mats and Spares
P-2-S25-2,"POTASSIUM BENZOATE, 25% SOLUTION, DI WATER",Raw Mats and Spares
P-3,PEPPERMINT OIL,Raw Mats and Spares
P-31,POTASSIUM SORBATE,Raw Mats and Spares
P3720,"Pac-Dent Tube sleeves (2"") 1,200 ft/roll",Infection Control
P3740,"Pac-Dent Tube sleeves (4"") 1,200 ft/roll",Infection Control
P-4,POLOXAMER 407/PLURONIC F127,Whitening
P-41,POTASSIUM HYDROXIDE,Raw Mats and Spares
P-4-1,PLURACARE F127,Whitening
P-41-S50,"POTASSIUM HYDROXIDE, 50% SOLUTION",Raw Mats and Spares
P-42,"POLYETHYLENE GLYCOL 400, PEG-8",Raw Mats and Spares
P-43,"POLYETHYLENE GLYCOL 3350, PEG-75 (PART# PO125)",Raw Mats and Spares
P4550,"Pac-Dent Curing light handle Sleeves 5""x10""",Infection Control
P-51,POTASSIUM STANNATE,Raw Mats and Spares
P-62,POLYACRYLIC ACID,Raw Mats and Spares
P-71,PEMULEN TR-1 NF,Raw Mats and Spares
P7903,PEARSON PRIVATE LABEL VIVID ULTRA FINISHER FG #7903 (5),Bur
P-81,"POLYETHYLENE GLYCOL 8000, PEG-150",Raw Mats and Spares
P-91,PVP K-90,Raw Mats and Spares
P98-0090,"Pac-Dent Disposable Traps H: 3 3/4"", Dia: 1 1/2"", for model #2200",Evacuation
P98-0092,"Pac-Dent Disposable Traps H: 4 1/4"", Dia: 2 1/2"", for model #2300",Evacuation
P98-1800,"COPING MATERIAL, WHITE, .020, 50/BOX",Infection Control
P98-1802,"TEMP SPLINT/RETAINER, .030, 50/BOX",Infection Control
P98-1804,"TEMP SPLINT/CLEAR SURGICAL TRAY, .040, 50/PK",Infection Control
P98-1806,"TEMP SPLINT/CLEAR SURGICAL TRAY, .060, 25/PK",Infection Control
P98-1808,"PINK BASEPLATE MATERIAL, .060, 25/PK",Infection Control
P98-1810,"MOUTHGUARD MATERIAL REG., .080, 12/PK",Infection Control
P98-1812,"MOUTHGUARD MATERIAL REG., .060, 12/PK",Infection Control
P98-1814,"TEMP SPLINT/CLEAR SURGICAL TRAY, .080, 50/PK",Infection Control
P98-1816,"SOFT EVA MATERIAL/CLEAR MOUTHGUARD, .040, 25/PK",Infection Control
P98-1818,"BLUE TRAY MATERIAL, .125, 25/PK",Infection Control
P98-1820,"YOUTH MOUTHGUARD, CLEAR, .120, 12/PK",Infection Control
P98-1822,"BLUE HEAVY TRAY MATERIAL, .150, 25/PK",Infection Control
P98-1824,"MOUTHGUARD RESIN SHEETS, CLEAR, .160, 12/PK",Infection Control
P98-1826,"PINK BASEPLATE MATERIAL, .080, 25PK",Infection Control
P98-8840,R/W/B MOUTHGUARD,Infection Control
PA012,Patterson HRC 9-1/2 X 11 3511,Infection Control
PA100,Patterson Syringe Cover Film W/Opening 3767,Infection Control
PA101,Patterson Tray Sleeve SZ E 3000-B,Infection Control
PA101A,Patterson Tray Sleeve F/A & B Trays,Infection Control
PA101E,Patterson Tray Sleeve SZ E 3200-E,Infection Control
PA103,Patterson HRC 9-1/2 X 14W 3514,Infection Control
PA106,Patterson Light T-Handle Cover 3600,Infection Control
PA110,Patterson Tray Xray Cover Film 3900,Infection Control
PA110351,"PATTERSON MIX TIP HP - BLUE & ORANGE, 25 PCS/BAG, 200 BAGS/CASE",Impression & Accs
PA110351S,Patterson Mix Tip HP Blue And Orange,Impression & Accs
PA111,"Patterson Full chair sleeves, 29"" x 80""",Infection Control
PA112,"Patterson HRC Film,27 1/2'' X 24''",Infection Control
PA2-5523-S,"TQM, Prophy Angle , Soft Cup",Preventive
PA2-5525-F,"TQM, Prophy Angle , Firm Cup",Preventive
PABW-01,"Patterson Disposable Bitewing Tabs, 500/box",Infection Control
PAC101,"Patterson Cover-It Barrier flim, 4"" x 6"" sheet, roll of 1200 sheets, clear",Infection Control
PAC101B,"Patterson Cover-It Barrier flim, 4"" x 6"" sheet, roll of 1200 sheets, blue",Infection Control
PAC-A1001M,LED LIGHT METER-1/EA,SEI Autoscaler
PA-DM5H,Pac-Dent Prophy Handpiece ProMate Lube-Free Hygiene Handpiece,Handpieces
PA-EZ3H,ProMate EZ-Q Quick Disconnect Hygiene Handpiece,Handpieces
PA-EZ-C,ProMateEZ-Q Quick Disconnect Coupler,Handpieces
PA-EZ-CB,ProMate EZ-Q Quick Disconnect Combo- Hygiene Handpiece and Coupler,Handpieces
Pallet Fee,Pallet Fee,Others
PAMP04,Patterson Dispensing Gun HP II 4:1/10:1,Impression & Accs
PAMP-04,"Dispensing Gun HP ll, 4:1/10:1",Impression & Accs
PAPD-115,Patterson Dispensing Gun 1:1 HP,Impression & Accs
PAPD118R,Patterson 380 Bayonet Ring 2,Impression & Accs
PAPD-118R,380 BAYONET RING 2,Impression & Accs
PAPD118T,Patterson Dynamic Mix Tip Yellow,Impression & Accs
PAPD-118T,"DYNAMIC MIX TIP - , 50PCS/BAG, 20BAGS/CASE",Impression & Accs
PAPD152,Patterson Mix Tip HP Brown,Impression & Accs
PAPD-152,"PATTERSON MIX TIP HP- BROWN 20/PKS, 200 PKS/CASE",Impression & Accs
PAPD-220,Patterson Intra Oral Tip Small Clear,Impression & Accs
PAPD-221,Patterson Intra Oral Tips Large White,Impression & Accs
PAPD-225,Patterson Intra Oral Tip HP Yellow,Impression & Accs
PAPD250,Patterson Mix Tip HP 4.2 Yellow,Impression & Accs
PAPD-250,"PATTERSON MIX TIP HP 4.2 - YELLOW 48 PCS/BAG, 100 BAGS/CASE",Impression & Accs
PAPD255,Patterson Mix Tip HP 6.5 Green,Impression & Accs
PAPD-255,"PATTERSON MIX TIP HP 6.5 - GREEN, 48 PCS/BAG, 50 BAGS/CASE",Impression & Accs
PAPD260,Patterson Mix Tip HP 7.5 Purple,Impression & Accs
PAPD-260,"PATTERSON MIX TIP HP 7.5 - PURPLE, 48 PCS/BAG, 50 BAGS/CASE",Impression & Accs
PAPD265,Patterson Mix Tip HP 5.2 Pink,Impression & Accs
PAPD-265,"PATTERSON MIX TIP HP 5.2 - PINK, 48 PCS/BAG, 100BAGS/CASE",Impression & Accs
PAPD370-24,Patterson Ribbon Tips Intraoral Clear,Impression & Accs
PAPD-370-24,"RIBBON TIPS INTRAORAL - CLEAR, 24/PK",Impression & Accs
PAS121,"Patterson Keyboard sleeves, 22"" x 14""",Infection Control
PAS122,"Patterson Keyboard sleeves, 19"" x 26""",Infection Control
PATM250-48,Patterson Mix Tip New-T Yellow,Impression & Accs
PATM-250-48,"PATTERSON MIX TIP NEW-T MIXER, YELLOW, 48 PCS/BAG, 100 BAGS/CASE",Impression & Accs
PATM255-48,Patterson Mix Tip New-T Style Green,Impression & Accs
PATM-255-48,"PATTERSON MIX TIP NEW-T MIXER, GREEN, 48 PCS/BAG, 100 BAGS/CASE",Impression & Accs
PATM265-48,Patterson Mix Tip New-T Style Pink,Impression & Accs
PATM-265-48,"PATTERSON MIX TIP NEW-T-MIXER, PINK, 48 PCS/BAG, 100 BAGS/CSE",Impression & Accs
PATM268-50,Patterson Mix Tip New-T Blue & Orange,Impression & Accs
PATM-268-50,"PATTERSON MIX TIP NEW T-MIXER, BLUE & ORANGE, 50 PCS/BAG, 100 BAGS/CASE",Impression & Accs
PB-046,"CLEAR PLASTIC BAG, 6.7''*3.7''",Components
PB-047,"PAPER BOX, FOR FULL SIZE IBRITE TOOTHPASTE TUBE, WHITE/GREEN",Components
PB-048,"PAPER BOX, FOR TRAVEL SIZE IBRITE TOOTHPASTE TUBE, WHITE/GREEN",Components
PB-049,"PAPER BOX, FOR 12 PACK FULL SIZE IBRITE TOOTHPASTE, WHITE/GREEN",Components
PB-050,"PAPER BOX, FOR 12 PACK TRAVEL SIZE IBRITE TOOTHPASTE, WHITE/GREEN",Components
PB-051,"PAPER BOX, FOR PACENDO IRRIGATION KIT, SINGLE CANAL",Components
PB-052,"PAPER BOX, FOR PACENDO IRRIGATION KIT, MULTIPLE CANALS",Components
PB-053,"PAPER BOX, TRIANGLE, FOR 3 KOOL WHITE 10%CP SYRINGES",Components
PB-054,"PAPER BOX, TRIANGLE, FOR 3 KOOL WHITE 15%CP SYRINGES",Components
PB-055,"PAPER BOX, TRIANGLE, FOR 3 KOOL WHITE 20%CP SYRINGES",Components
PB-056,"CLEAR PLASTIC BAG, 10''X11''",Components
PB-057,"PAPER BOX, TRIANGLE, FOR IBRITE WHITENING PEN",Components
PB-058,"PAPER BOX, TRIANGLE, FOR 3 IBRITE 6%HP SYRINGES",Components
PB-059,"PAPER BOX, TRIANGLE, FOR 3 IBRITE 9%HP SYRINGES",Components
PB-060,"PAPER BOX, TRIANGLE, FOR 3 IBRITE 12%HP SYRINGES",Components
PB-061,"PAPER BOX, FOR IBRITE DUAL-BARREL 12%HP KIT",Components
PB-062,"PAPER BOX, FOR IBRITE DUAL-BARREL 12%HP SYRINGE REFILL",Components
PB-063,"PAPER BOX, FOR IBRITE+REMI COMBO",Components
PB-064,"PAPER BOX, FOR REMI PASTE PEN, BLUE",Components
PB-065,"PAPER BOX, TRIANGLE, FOR ETCHING GEL ECONO PACK",Components
PB-066,"PAPER BOX, FOR ETCHING GEL CLINIC PACK, 10""X7""X6""",Components
PB-068,"PAPER BOX, 7''X7''X9'', NO LABEL",Components
PB-069,PAPER BOX FOR PACCEM PLUS PERMANENT CEMENT,Components
PB-070,"PLASTIC BAG,2.5''X4.5'', FOR PROANGLEPLUS+PROPASTE COMBO",Components
PB-071,"PAPER BOX, 9.5''X5.5''X6'', WHITE, FOR 100PK PROANLE+PROPASTE COMBO",Components
PB-072,"PAPER BOX, 11''X12''X7.5'', WHITE, FOR 500PK PROANLE+PROPASTE COMBO",Components
PB-073,PAPER BOX FOR PAC-TEMP AUTOMIX  NE,Components
PB-074,"PLASTIC BAG, 3''X5''",Components
PB-075,"PAPER BOX,11''X12''X9'', WHITE",Components
PB-076,"PAPER BOX, 3 3/4""X5''X2'', FOR C&B PROMPT 10:1 REFILL KIT",Components
PB-077,"PAPER BOX, 5''X2''X4'',WHITE, NO LABEL",Components
PB-079,"PAPER BOX, WHITE, 9''X5''X6'', NO LABEL",Components
PB-080,"PAPER BOX, WHITE, NO LABEL, 1''X1''X3''",Components
PB-081,"PAPER BOX, FOR VITAL ICE BOTTLE",Components
PB-091,"PAPER BOX, FOR VPS LIGHT BODY REGULAR SET, REGULAR PACK",Components
PB-092,"PAPER BOX, FOR VPS LIGHT BODY REGULAR SET, BULK PACK",Components
PB-093,"PAPER BOX, FOR VPS LIGHT BODY FAST SET, REGULAR PACK",Components
PB-094,"PAPER BOX, FOR VPS LIGHT BODY FAST SET, BULK PACK",Components
PB-095,"PAPER BOX, FOR VPS REGULAR BODY REGULAR SET, REGULAR PACK",Components
PB-096,"PAPER BOX, FOR VPS REGULAR BODY REGULAR SET, BULK PACK",Components
PB-097,"PAPER BOX, FOR VPS REGULAR BODY FAST SET, REGULAR PACK",Components
PB-098,"PAPER BOX, FOR VPS REGULAR BODY FAST SET, BULK PACK",Components
PB-099,"PAPER BOX, FOR VPS HEAVY BODY REGULAR SET, REGULAR PACK",Components
PB-100,"PAPER BOX, FOR VPS HEAVY BODY REGULAR SET, BULK PACK",Components
PB-101,"PAPER BOX, FOR VPS HEAVY BODY FAST SET, REGULAR PACK",Components
PB-102,"PAPER BOX, FOR VPS HEAVY BODY FAST SET, BULK PACK",Components
PB-103,"PAPER BOX, FOR BITE REGISTRATION SUPER FAST SET, REGULAR PACK",Components
PB-104,"PAPER BOX, FOR BITE REGISTRATION SUPER FAST SET, BULK PACK",Components
PB-105,"PAPER BOX, FOR BITE REGISTRATION FAST SET, REGULAR PACK",Components
PB-106,"PAPER BOX, FOR BITE REGISTRATION FAST SET, BULK PACK",Components
PB-107,"PAPER BOX, FOR BITE REGISTRATION FAST SET MINT FLAVOR, REGULAR PACK",Components
PB-108,"PAPER BOX, FOR BITE REGISTRATION FAST SET MINT FLAVOR, BULK PACK",Components
PB-109,"PAPER BOX, FOR BITE REGISTRATION REGULAR SET, REGULAR PACK",Components
PB-110,"PAPER BOX, FOR BITE REGISTRATION REGULAR SET, BULK PACK",Components
PB-111,"PAPER BOX, FOR OPTICOMP SYRINGE, BLACK",Components
PB-112,"PAPER BOX, FOR OPTICOMP NANO SYRINGE, BLACK",Components
PB-113,"PAPER BOX, FOR PACTEMP NE, PART A + PART B",Components
PB-114,"PAPER BOX, FOR TOOTH WHITENING SINGLE-PATIENT KIT, TOP",Components
PB-115,"PAPER BOX, FOR TOOTH WHITENING SINGLE-PATIENT KIT, BOTTOM",Components
PB-116,"PAPER BOX, FOR TOOTH WHITENING 5-PATIENT KIT, TOP",Components
PB-117,"PAPER BOX, FOR TOOTH WHITENING 5-PATIENT KIT, BOTTOM",Components
PB-118,"PAPER BOX, FOR C&B PROMPT 1:1",Components
PB-119,"PAPER BOX, FOR OPTICOMP NANO 4X4GM SYRINGE REFILL",Components
P-B15-35,Prophy Pro Elite Gear Case,Components
P-B15-36S,Prophy Pro Elite / NLR Planetary Gear - 1 Set (set of 3),Components
PBB-001,"7ML BOTTLE, FILLED WITH PACBOND ADHESIVE, NO LABEL",Components
PB-MWCARB,Metrex/Kerr Bur Box,Bur
PBX-OPTI,OPTIFLOW BOX,Others
PCD-180,Pac-Dent Disinfectant Pac-Cide XT Dry Wipes 180 wipes 6.29'' x7 .08'',Infection Control
PCDW-50,COMPRERESSED DRY WIPES 50/BOX,Infection Control
PC-MAG-001,PIGMENT CONCENTRATE - RED #40 / BLUE #2 (9%/1%),Components
PCXT-01,Pac-Dent Pac-Cide XT Premium Starting Kit,Infection Control
PCXT-02,Pac-Cide XT Starting Kit,Infection Control
PCXT-150,Pac-Dent Disinfectant Pac-Cide XT Stainless Steel Dispenser 101.44 fl. oz. (3 L),Infection Control
PCXT-3L,"Pac-Cide XT surface Disinfectant Solution, 101.44 fl. oz. (3 L), 1 dispensing bowl",Infection Control
PCXW-180,"Pac-Cide XT Pre-soaked Wet Wipes, 180 wipes 6.29'' x7 .08''",Cosmetic&Restoration
PC-YLW-001,PIGMENT CONCENTRATE - RAW YLW PIGMENT (20%),Components
PD,,Items
PD-1,Pac-Dent Comparable to GW1 (SSWhite),Bur
PD-104,Pac-Dent Dymanic Mixing Tips Red designed for Pentamix 2 compatible with Penta Red,Impression & Accs
PD-105,Pac-Dent Dymanic Mixing Tips Red designed for Pentamix 2&3,Impression & Accs
PD-105DHP,"IMIX DYNAMIC MIXING TIP, RED, 50 PCS. PER PACKAGE, DESIGNED FOR PENTAMIX 2&3",Impression & Accs
PD-110,Pac-Dent Impression Gun HP Cartridges connector to transfer unused materials,Impression & Accs
PD-1-100,"Crown Cutting Bur, Comparable To Gw1 (SSwhite®), 100Pcs/Pack",Bur
PD-115,Pac-Dent Impression Gun 1 x  HP mixing gun 1:1,Cosmetic&Restoration
PD-115P,Pac-Dent Impression Gun 1 x  Pac-Dent iMix mixing gun 1:1,Impression & Accs
PD-115-S,"DISPENSER, 50ML, 1:1/2:1, PLAIN",Impression & Accs
PD-116-S,"112570 DL05-01-00 Dispenser,5Ml,1:1,Plain",Impression & Accs
PD-118G,Pac-Dent Dymanic Mixing Tips Green designed for Plug & Presssystem / Kettenbach,Impression & Accs
PD-118R,Pac-Dent Dymanic Mixing Tips Yellow bayonet ring,Impression & Accs
PD-118T,Pac-Dent Dymanic Mixing Tips Yellow designed for Mixpac dynamic system,Impression & Accs
PD-118T-S,116211 MBD 381-05-Hs Dynamix Mix Tip Yellow,Cosmetic&Restoration
